col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25
_26,Brazil,_2175,Right,_4,_5,High/ High,Normal,8,8,8,9,9,9,8,8,9,8,5,9,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_29,Gabon,_2069,Right,_4,_4,Medium/ Low,Lean,8,9,7,8,8,9,10,9,7,8,5,8,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_29,Germany,_2038,Right,_3,_3,High/ Medium,Normal,6,6,8,7,8,5,6,9,6,7,9,8,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Brazil,_2279,Left,_4,_5,High/ Low,Normal,9,7,8,9,9,8,8,9,9,8,9,8,7,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
_28,Wales,_2279,Left,_3,_4,High/ Medium,Lean,9,9,8,9,9,9,10,9,7,9,6,8,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_30,Argentina,_1965,Right,_4,_3,High/ Medium,Normal,7,9,7,8,9,7,7,9,7,9,2,7,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_33,Brazil,_2077,Right,_3,_2,Medium/ High,Normal,6,4,8,6,8,7,7,8,7,7,9,7,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_24,France,_2147,Left,_3,_2,Medium/ High,Normal,7,5,7,7,8,7,7,8,7,8,9,6,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,Argentina,_1940,Right,_4,_3,Medium/ Low,Normal,5,9,6,8,8,8,8,9,8,8,2,6,5,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_27,Senegal,_1660,Right,_3,_2,High/ High,Normal,3,2,6,7,6,7,8,8,4,6,9,4,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,France,_2247,Right,_4,_5,High/ Low,Normal,8,7,9,9,9,7,8,8,6,9,7,9,7,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_25,Belgium,_2031,Left,_3,_3,Medium/ Medium,Stocky,8,9,7,8,7,8,9,9,5,9,3,8,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_28,Italy,_2009,Right,_4,_3,High/ Medium,Normal,6,9,6,8,8,8,9,9,6,9,4,7,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Spain,_2230,Left,_3,_3,High/ Medium,Normal,9,7,7,8,8,9,9,8,9,6,8,7,7,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_31,Belgium,_2043,Right,_4,_4,High/ Low,Normal,8,9,7,9,9,9,9,9,9,8,4,8,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_31,Belgium,_2079,Left,_3,_3,High/ High,Normal,7,6,7,7,8,6,7,8,6,8,9,7,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Slovakia,_2188,Right,_5,_3,High/ Medium,Normal,8,8,8,9,9,7,7,9,7,8,7,9,8,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_30,Croatia,_2184,Right,_3,_3,High/ High,Normal,8,8,9,8,9,7,6,8,7,8,8,9,7,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_31,Spain,_1950,Right,_3,_2,High/ Medium,Normal,6,6,8,6,8,5,6,8,4,6,9,6,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,Germany,_2090,Left,_3,_4,High/ Medium,Lean,8,8,7,9,9,9,10,8,8,9,3,8,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_23,Portugal,_2039,Left,_3,_4,High/ Medium,Lean,9,8,8,9,9,8,7,8,9,7,5,9,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_26,Senegal,_2110,Right,_4,_4,High/ Medium,Lean,7,8,7,9,9,10,9,9,9,8,4,8,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_26,Netherlands,_2046,Right,_3,_2,Medium/ Medium,Normal,5,5,8,7,7,7,8,9,5,8,9,6,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,England,_2036,Right,_3,_4,High/ Medium,Lean,8,8,7,9,9,10,9,9,9,7,3,8,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_26,Brazil,_2187,Right,_4,_4,High/ High,Lean,7,9,8,9,9,8,8,9,8,8,6,9,6,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_25,France,_1895,Right,_3,_2,Medium/ High,Lean,4,4,8,6,8,8,9,8,4,5,8,6,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,Italy,_2149,Right,_4,_4,Medium/ High,Normal,7,6,9,9,9,7,6,9,9,6,8,9,8,8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_27,Brazil,_2198,Left,_3,_3,High/ High,Normal,8,6,7,8,8,8,9,8,8,8,8,7,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_27,Brazil,_2111,Left,_3,_5,High/ Medium,Normal,8,7,7,9,9,10,9,8,9,9,5,8,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_28,Germany,_2097,Right,_4,_3,High/ High,Lean,8,9,7,8,8,7,8,9,7,8,6,9,4,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_27,Spain,_2190,Right,_3,_5,Medium/ Medium,Normal,7,7,9,9,9,8,7,8,9,8,8,9,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_29,Germany,_2172,Right,_4,_4,High/ Medium,Lean,8,9,8,9,9,9,9,9,8,9,5,9,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_28,Spain,_2114,Right,_3,_2,Medium/ Medium,Normal,8,5,8,7,8,8,8,9,7,7,9,7,9,9,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
_31,Italy,_1978,Right,_3,_2,Low/ High,Lean,4,5,8,7,8,6,7,8,5,7,9,7,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,Belgium,_2047,Right,_3,_2,Medium/ Medium,Normal,6,5,8,6,7,6,7,9,5,8,9,7,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Bosnia Herzegovina,_2182,Right,_4,_3,Medium/ Medium,Normal,8,6,9,9,9,7,7,8,8,8,8,9,8,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_31,Morocco,_1803,Right,_3,_2,Medium/ High,Normal,5,5,7,6,6,7,8,8,5,7,9,5,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,Germany,_1911,Left,_2,_4,Medium/ Low,Lean,8,7,8,8,9,7,7,8,7,7,2,9,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_33,Brazil,_2183,Right,_4,_3,Medium/ High,Lean,7,7,8,8,8,7,7,9,8,8,9,8,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_34,Spain,_2058,Right,_4,_4,High/ Medium,Normal,8,7,9,9,9,7,7,9,8,7,7,9,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_23,Slovakia,_1800,Right,_4,_2,Medium/ High,Normal,4,4,7,6,7,7,7,8,5,5,9,6,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Serbia,_2206,Right,_4,_4,High/ Medium,Normal,6,8,9,9,9,7,7,8,6,8,8,9,8,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_22,Spain,_2050,Left,_3,_4,High/ Medium,Normal,8,8,8,9,9,9,8,8,8,9,5,8,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_24,France,_2102,Left,_3,_4,High/ Medium,Stocky,8,8,8,9,9,8,8,8,9,8,3,8,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_23,Germany,_2185,Right,_4,_3,High/ Low,Lean,9,7,8,8,9,8,7,9,8,8,8,8,8,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
_23,Spain,_2196,Left,_4,_3,High/ High,Lean,7,8,8,8,9,7,7,8,7,8,8,8,8,8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
_27,Algeria,_2031,Left,_4,_5,Medium/ Medium,Lean,8,8,8,9,9,9,8,8,9,8,4,8,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_26,Austria,_2261,Left,_4,_3,High/ Medium,Lean,8,6,8,8,8,8,9,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Spain,_2175,Right,_4,_3,High/ High,Normal,9,7,9,8,9,7,7,9,8,8,7,9,8,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_27,France,_2060,Right,_4,_4,High/ High,Normal,6,9,7,9,8,8,8,9,9,8,4,8,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_27,Greece,_1642,Right,_2,_2,Low/ High,Normal,3,1,6,5,7,8,9,9,6,4,9,2,9,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_30,Argentina,_1916,Right,_3,_2,High/ High,Normal,5,5,7,5,7,6,6,8,6,7,8,5,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_29,Spain,_2119,Right,_4,_3,Medium/ Low,Lean,8,8,9,8,8,5,4,8,7,8,8,9,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_29,Brazil,_2245,Right,_3,_3,High/ High,Lean,6,8,8,8,8,7,7,8,7,8,8,8,8,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
_29,Chile,_2172,Right,_3,_4,High/ High,Normal,8,8,8,9,9,9,8,8,9,8,5,8,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_28,Algeria,_2030,Right,_3,_4,High/ Medium,Normal,8,8,7,9,9,9,8,8,9,7,4,8,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_29,Germany,_1948,Right,_4,_2,Medium/ Medium,Stocky,7,3,8,6,7,7,7,8,5,8,8,8,8,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_31,Chile,_2230,Right,_4,_3,Medium/ Medium,Normal,8,8,8,8,8,6,6,8,8,9,8,8,8,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,Croatia,_2199,Right,_5,_4,Medium/ Medium,Lean,8,8,8,8,9,8,9,8,7,8,7,8,6,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
_32,Bosnia Herzegovina,_1931,Right,_5,_2,Medium/ Medium,Lean,6,9,7,8,8,7,7,8,4,9,5,7,6,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_31,Germany,_2154,Right,_4,_2,High/ High,Normal,7,7,8,8,8,5,6,9,5,8,9,8,8,8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_29,Spain,_2003,Right,_4,_2,High/ Medium,Normal,7,9,6,8,8,7,8,9,5,8,4,7,6,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_30,Belgium,_2278,Right,_3,_3,High/ High,Stocky,7,8,8,8,9,8,7,9,8,8,9,8,8,9,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_35,Brazil,_1959,Right,_4,_2,Medium/ Medium,Lean,5,6,7,6,7,6,7,9,4,9,8,6,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_31,France,_2196,Left,_2,_2,High/ High,Lean,8,6,8,8,8,8,8,8,8,8,9,8,9,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_33,Brazil,_1879,Right,_3,_2,Medium/ High,Lean,5,4,7,7,7,7,7,8,6,7,9,6,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,France,_2000,Right,_4,_4,Medium/ Low,Normal,8,8,7,8,9,8,8,8,7,8,2,9,5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_32,Brazil,_2145,Left,_3,_3,High/ Medium,Lean,9,6,8,8,8,8,8,9,6,7,8,7,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_32,Belgium,_1898,Right,_3,_2,Medium/ High,Normal,6,5,7,6,7,5,6,9,4,8,8,6,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_35,Portugal,_1832,Right,_3,_2,Medium/ High,Lean,5,5,6,6,6,7,7,8,5,6,9,5,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_36,Sweden,_2012,Right,_4,_5,Medium/ Low,Normal,7,9,7,8,8,6,6,8,4,9,2,8,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_22,Colombia,_1809,Right,_3,_2,Medium/ High,Normal,4,4,7,6,7,7,8,8,6,7,8,5,8,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Uruguay,_1758,Right,_3,_2,Medium/ High,Normal,5,4,6,5,6,7,7,8,4,7,9,3,9,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_25,Brazil,_2259,Left,_2,_3,High/ Medium,Lean,9,7,8,8,8,8,9,8,7,8,8,7,8,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_24,France,_1912,Left,_3,_2,Medium/ Medium,Normal,6,5,8,6,7,6,7,8,6,7,9,6,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Portugal,_2223,Right,_3,_4,High/ Medium,Lean,8,7,8,8,9,8,8,8,8,9,7,9,6,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_22,Germany,_1648,Right,_3,_2,Medium/ Medium,Stocky,3,2,7,4,6,5,8,8,3,8,8,3,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,France,_2064,Right,_3,_4,Medium/ Medium,Normal,8,8,7,9,9,9,9,8,8,8,4,7,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_22,England,_2189,Right,_3,_4,High/ High,Lean,7,8,8,8,9,7,8,9,6,8,7,9,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_24,Brazil,_2164,Right,_2,_3,Medium/ Medium,Lean,8,7,8,8,8,7,7,8,7,8,8,8,8,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_24,Brazil,_1879,Right,_3,_2,Medium/ Medium,Lean,7,3,8,6,8,7,8,8,7,5,8,5,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Portugal,_1985,Right,_4,_3,Medium/ Medium,Normal,7,5,8,8,8,5,5,8,5,6,8,8,8,8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_26,Italy,_2136,Right,_3,_3,Medium/ Medium,Lean,8,6,9,8,9,8,7,8,7,7,8,9,6,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_25,France,_2091,Left,_3,_4,High/ Medium,Normal,8,8,8,9,9,9,8,8,7,8,4,8,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_26,Spain,_2040,Right,_3,_3,High/ High,Stocky,8,4,7,8,8,8,8,8,8,6,8,6,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_24,Netherlands,_2083,Right,_3,_5,High/ Low,Stocky,8,8,7,9,9,9,9,8,8,9,3,8,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_25,Korea Republic,_2079,Right,_5,_4,High/ High,Lean,8,9,7,9,9,9,9,8,8,9,4,8,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_26,Netherlands,_1808,Right,_4,_2,Medium/ High,Normal,5,3,7,6,7,7,7,8,6,7,9,6,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Colombia,_2163,Right,_3,_5,High/ Medium,Lean,8,7,7,9,9,9,9,8,8,8,6,8,6,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_30,Spain,_2057,Left,_3,_3,High/ High,Lean,8,9,7,9,9,9,8,9,7,8,4,8,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_29,Serbia,_2100,Left,_3,_3,Medium/ High,Lean,7,6,8,8,8,5,6,8,5,8,9,7,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_28,Spain,_2097,Right,_3,_4,Medium/ High,Normal,7,7,8,8,8,7,6,8,8,7,9,9,7,8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_28,England,_2175,Right,_2,_2,High/ High,Normal,8,5,7,8,8,9,9,8,7,9,8,7,8,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_27,Germany,_2138,Right,_4,_4,High/ Medium,Normal,7,7,8,9,9,7,7,9,8,8,8,9,7,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_31,Spain,_2045,Right,_3,_3,High/ High,Lean,8,8,6,8,9,9,9,8,8,8,4,8,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_30,Argentina,_2113,Left,_2,_5,High/ Medium,Lean,8,7,8,9,9,9,8,8,8,8,4,8,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
